textid	text	label
62	good job st   i'm just tryna maintain and get my paper i just bought a new chain i never change up and i'm rockin' balmains and i got margiela and i step in on the saw bitch i got out better   and your bitch is so fly ain't got no propeller i been leakin' water and it's no propeller never planned to ball but i got my bread up when i'm ballin' so wet you need a umbrella ayy i'm too young to be in the club ho i ain't tryna step on no no toes diamonds flashin' like they takin' photos every single jaw drop when i walk through   tryna maintain and get my paper i just bought a new chain i get the check up and i'm rockin' balmains and i got margiela and i step in on the saw bitch i got out better  post i'm just tryna maintain and get my paper just tryna maintain and get my paper i'm just tryna maintain and get my paper i'm just tryna maintain and get my paper   and we pourin' champagne on your bitch we be countin' money while we get lit i'm just countin' up 'til i'm rich yeah ayy i'm just throwin' bands where my wrist is i be throwin' up bands 'til i get sick and i'm watchin' money fall from the ceilin' everything that i say i don't mean it hey i don't even wanna touch you bitch they don't get paid like i do swervin' in the car 4 i just got a bottle and i got my money we gon' go for bottle come on come on   tryna maintain and get my paper i just bought a new chain i get the check up and i'm rockin' balmains and i got margiela and i step in on the saw bitch i got out better  post i'm just tryna maintain and get my paper just tryna maintain and get my paper i'm just tryna maintain and get my paper i'm just tryna maintain and get my paper   oh hello hello mm mm mm mm wanna play i do mm mm mm	1
63	post malone damn my ap goin' psycho lil' mama bad like michael can't really trust nobody with all this jewelry on you my roof look like a noshow got diamonds by the boatload come with the tony romo for clowns and all the bozos my ap goin' psycho lil' mama bad like michael can't really trust nobody with all this jewelry on you my roof look like a noshow got diamonds by the boatload don't act like you my friend when i'm rollin' through my ends though   post malone you stuck in the friend zone i tell that fourfive the fifth ayy hunnid bands inside my shorts dechino the shit ayy try to stuff it all in but it don't even fit ayy know that i been with the shits ever since a jit ayy i made my first million i'm like shit this is it ayy 0 for a walkthrough man we had that bitch lit ayy had so many bottles gave ugly girl a sip out the window of the benzo we get seen in the rent' and i'm like whoa man my neck so goddamn cold diamonds wet my tshirt soaked i got homies let it go oh my money thick won't ever fold she said can i have some to hold and i can't ever tell you no   post malone damn my ap goin' psycho lil' mama bad like michael can't really trust nobody with all this jewelry on you my roof look like a noshow got diamonds by the boatload come with the tony romo for clowns and all the bozos my ap goin' psycho lil' mama bad like michael can't really trust nobody with all this jewelry on you my roof look like a noshow got diamonds by the boatload don't act like you my friend when i'm rollin' through my ends though   lil pump i got her off a molly met the bitch at papi's gave her ass a x pill now she actin' sloppy i pull up in a chevy left off in a mazi i can't trust nobody wit' all these bussdowns on me my chain from eliantte cost more than a 'rari i got like thirty white bitches in the lobby i ubered yo auntie that bitch really want me i just wrecked a bentley the flexer of the century ooh two bussdowns on one arm ooh got the bitch pregnant 'cause i fucked her raw huh she just took a line then she drink some ciroc ciroc got fifty bitches and i'm with mally mall yeah   post malone damn my ap goin' psycho lil' mama bad like michael can't really trust nobody with all this jewelry on you my roof look like a noshow got diamonds by the boatload come with the tony romo for clowns and all the bozos my ap goin' psycho lil' mama bad like michael can't really trust nobody with all this jewelry on you my roof look like a noshow got diamonds by the boatload don't act like you my friend when i'm rollin' through my ends though	1
64	ohh i swear i'll never change i swear i'll stay the same no matter how much that i make   ohh i swear i'll never change i swear i'll stay the same no matter how much that i make no matter how much that they hate jump out still saucy i know they can't stand me they stare at me they can't catch me i'm too damn fast i'ma hop out that bird to the seven series  verse i can see the money with a blindfold every joint i'm on bitch i gotta go i remember sleeping in my buddies home now them hunnids in the rubber bitch it won't fold  refrain bitch you so cold i'm so cold ooh bitch i'm so cold i'm so cold one motherfucker tryna play me like a console no way no way i just got to get that check today no way no way i just got to get that check today ooh ooh i just got to get that check today ooh ooh i just got to get that check today   break  refrain bitch you so cold i'm so cold ooh bitch i'm so cold i'm so cold one motherfucker tryna play me like a console no way no way i just got to get that check today no way no way i just got to get that check today ooh ooh i just got to get that check today ooh ooh i just got to get that check today	1
65	post malone a double cup up for my bitches who on the floor shaking they ass whoa bring it on over but baby forgive me if i took the grab oh i'm rocking offwhite with the camo i'm spilling ciroc on my ablo i'm trying to fuck with some millions i promise won't stop 'til i have 'em   post malone air jordans to the ripped jeans i'm in all black with my gold teeth put the og in the codeine your bitch she so thirsty said oh lambo mercy fuck the police tryna search me smoke juju tryna curse me fuck any motherfucker tryna hurt me get smart quick unzip way too much zip undid zip too much zip man fuck out my business young post get the bills quick gold chains young white slick rick boy graining my new whip drink 40s 'til i feel sick   post malone i got drugs on drugs on drugs on drugs on drugs i got bars on bars on bars ars and a bad bitch in my car i'ma do it for my squad i'ma do it for my squad bitch i do it for my squad bitch i do it for my squad bitch i'ma do it for my squad bitch i do it for my squad look bitch i do it for my squad bitch i do it for my squad   bryce hankins look let me start this off rap game got me pissed off i'm coming to take it there's no competition i'm like that little sign that say i to commission for those who don't listen i demand detention my new name should be shitload of issues when we at the venue they don't have a shot they like unloaded pistols and i'm countin' my money i'm big in there honey they call me billi' for short baby my crib like we own a resort but yo that ain't important what is anymore i got bars on bars on bars on bars on bars and a bad bitch at my car and she smart and her frame please don't get me started look she don't wanna do normal shit tryna call me 'bout my government and she only know the mogul for a couple minutes but we out in public like we a couple wit' it you ain't squad then we ain't fuckin' wit' it plus i really skate so there is a difference if you ask me they failed the mission but you can come to the crib see how we livin'   post malone i got drugs on drugs on drugs on drugs on drugs i got bars on bars on bars ars and a bad bitch in my car i'ma do it for my squad i'ma do it for my squad bitch i do it for my squad bitch i do it for my squad bitch i'ma do it for my squad bitch i do it for my squad bitch i do it for my squad bitch i	1
66	post malone oh   ozzy osbourne i feel you crumble in my arms down to your heart of stone you bled me dry just like the tears you never show why don't you take what you want from me take what you need from me take what you want and go why don't you take what you want from me take what you need from me take what you want and go   post malone i never needed anything from you and all i ever asked was for the truth all i ever asked was for you showed your tongue and it was forked in two your venom was lethal i almost believed you almost believed you yeah you preyed on my every mistake waited on me to break held me under hopin' i would drown like a plague i was wasting away tryna find my way out find my way out find my way out  pre  post malone and it finally came the day i start giving my heart away for heaven's sake my bones will break but you'll never own my soul no   post malone i feel you crumble in my arms down to your heart of stone you bled me dry just like the tears you never show why don't you take what you want from me take what you need from me take what you want and go why don't you take what you want from me take what you need from me take what you want and go   ozzy osbourne nobody likes me nobody wants me nobody cares at all no more believing no more deceiving i found you out after all every time and time and time again i walk a world that's open and now i can't get you out my head you're just like a drug just like a drug  pre  ozzy osbourne and now finally came day i stopped giving my heart away for heaven's sake my bones will break but you will never own my soul oh   ozzy osbourne  post malone i feel you crumble in my arms down to your heart of stone you bled me dry just like the tears you never show why don't you take what you want from me take what you need from me take what you want and go why don't you take what you want from me take what you need from me take what you want and go   post malone  ozzy osbourne take it all away why don't you take what you want take what you need take what you need from me yeah take what you want why don't you take what you need what you need yeah	1
67	hahaha stoney maloney   youngyoung stoney swangin' sippin' remy i just had some henney not the semi cocaine from the raft to the levies skate highs bitch versace or the givenchy only choice if we're swangin' in the chevy skrrt young stoney fuck the bitch she in the bentley bandana on me bumpin' makaveli stonin' i just pour four up in the twenty what these bitches barkin' at the kennel had to swap bitches like a rental yeah kiss a elevator bitch's levels snap a cannon with a canon no rebel golddiggers couldn't dig it with a shovel hell no in the continental feelin' presidential hell no blowin' gas when i'm pushin' on the pedal bitch oriental headbanging like it's metal she gon' get sentimental   pull up in the hoodie 'cause y'all motherfuckers need dealers skrrt i only fuck with squad y'all motherfuckers gettin' no features hell no and i just bust a semi and i'm all out of money on my visa out of money on my visa but no limit on the black card hahaha i got it you see me on the  i just came up i ain't never coming down every time we pullin' up we gon' shut this shit down and i ride different i stay sippin' my roof missing that loud twistin' i ride different bitch i ride different   i got some money comin' throw it in the counters me and the homie blowin' money like it's nothing pap pap couple aces in my hand i ain't bluffin' top shelf and the blunt steady puffin' steady puffin' said oh damn damn so that's how it's gonna be huh huh when i had nothin' ain't nobody give a shit now i got it wanna fuck with me huh huh man fuck off with that bullshit dab riggin' that toolkit woo hoes used to curve like there was new shit now the same hoes in a fullsplit four overloads i'm cool shit damn got gold all in my jewel shit yeah got bad hoes in my pool shit trips to amdam that's zooshit woo   pull up in the hoodie 'cause y'all motherfuckers need dealers skrrt i only fuck with squad y'all motherfuckers gettin' no features hell no and i just bust a semi and i'm all out of money on my visa out of money on my visa but no limit on the black card hahaha i got it you see me on the  i just came up i ain't never coming down every time we pullin' up we gon' shut this shit down and i ride different i stay sippin' my roof missing that loud twistin' i ride different bitch i ride different   bitch i ride different ride different and i ride different i ride different roof missing ride twistin' i ride different and i ride different i stay sippin' my roof missing that loud twistin' i ride different	1
68	well it ain't no use to sit and wonder why babe if'n you don't know by now well it ain't no use to sit and wonder why babe it'll never do somehow when your rooster crows at the break of dawn look out your window and ill be gone youre the reason that im traveling on but dont think twice thats all right   well it ain't no use in turning off your light babe the one that i never knowed well it ain't no use in turning on your light babe im on the dark side of the road well i wish there was something you would do or say to try and make me change my mind and stay we never did too much talking anyway but dont think twice thats all right   well it ain't no use in calling out my name babe like you've never done before well it ain't no use in calling out my name babe i cant hear you anymore well im thinking and wondering walking down the road i once loved a woman a child im told i gave her my heart but she wanted my soul but dont think twice thats all right  4 well so long honey babe where im bound i cannot tell well goodbye's too good a word babe so ill just say fare thee well well i'm not saying that you treated me unkind you could have done better but hey i dont mind you just kind of wasted my precious time but dont think twice thats all right   but don't think twice that's all right well don't think twice that's all right	1
69	hahaha   i wear whatever the fuck i want i do whatever the fuck i want i say whatever the fuck i want i buy whatever the fuck i want i wear whatever the fuck i want i do whatever the fuck i want i say whatever the fuck i want i buy whatever the fuck i want  verse yeah melrose sixwhippin' six digits bad bitches they be dicklickin' slick sippin' pimp c with the limb missin' teeth glisten kick pound smoking loud listen spend a grand on the shoes like my mind missing givenchy kicked up while i'm smokin' on doja like kanye the rover'll smash your corolla i'm with your señora she givin' me oral allblack in fairfax it's really not fair that flightclub is swipeclub i see it i buy it the jordans i wear that young post yeah beware that volcano prepare that hoes kicking it at the crib asking malone can i play with your hair yeah hahaha uh it keeps adding up the money oh god it just keeps addin' up the styrofoam cups always stay stackin' up and you know that my team just gon' keep actin' up you play me a song please just give rappin' up you talkin' that shit boy just keep that shit up find post in the cut prolly smokin' a blunt i use all of this money to shit on you fucks   i wear whatever the fuck i want i do whatever the fuck i want i say whatever the fuck i want i buy whatever the fuck i want i wear whatever the fuck i want i do whatever the fuck i want i say whatever the fuck i want i buy whatever the fuck i want   yeah melrose sixwhippin' hahaha melrose sixwhippin' six digits bad bitches now listen listen	1
70	pre she no sidepiece right beside me she know she got it gave that bitch a number one play every time she on me ride into the mornin'   baby you baby you got a problem you can come and get it ayy ayy in my coupe in my coupe while she riding baby come and get it 'cause she's down down down she's so down down down got me goin' crazy you want an alleyoop that's an oop 'cause i know she is a problem baby   whippin' the foreign jump out the ball bitch and you know i jump out the ball hunnid up bands jump out the fans and no  no car saint laurent  ball bitch saint laurent on my coat jump out the bed jump out the fam  jump out the foreign when i jump out the foreign i jump out a bit' ayy what about bentley i pull out the bentley i pull out the sweet yeah yeah is it on body i jump out the foreign i feel like the shit yeah is it on baby i pull out the 40 you doin' a backflip my ho be damn friendly they pull up they my angel jump out for my liquor jump out for her liquor call me for the liquor call me for the bud light jump out for a witcher shout out  pre she no sidepiece right beside me she know she got it gave that bitch a number one play every time she on me ride into the mornin'   baby you baby you got a problem you can come and get it ayy ayy in my coupe in my coupe while she riding baby come and get it 'cause she's down down down she's so down down down got me goin' crazy you want an alleyoop that's an oop 'cause i know she is a problem baby   just know that you know that my pj it foreign and know i it's not a  just know that you know that my pj it foreign and know i it's not a  jump out foreign so my bitch go badder jump out foreign so my bitch go badder jump out foreign so my bitch go badder i don't even wanna see you baby whenever you fall gotta let it up i don't ever let go and i would let it up i don't never let you fall and jump it all up i don't even let go let go  pre she no sidepiece right beside me she know she got it gave that bitch a number one play every time she on me ride into the mornin'   baby you baby you got a problem you can come and get it ayy ayy in my coupe in my coupe while she riding baby come and get it 'cause she's down down down she's so down down down got me goin' crazy you want an alleyoop that's an oop 'cause i know she is a problem baby	1
71	post malone i know i know i know i know mustard on that beat ho   post malone run it up run it up count it up count it up '95 in my cup nicotine in my blood go run it run it count it count it go show me something ayy ayy go talkin' that shit keep on barkin' lil' bitch bitches tryna get lit ayy rosé poppin' with the balmain on me and i keep on callin' and they know that i don't answer my cell no i don't know your momma i got so much commas girl you know i'm only into myself  pre post malone say you flexin' that's a big lie when i pull up give this bitch my life and you know that i'ma get mine yeah yeah   post malone say you flexin' that's a big lie when i pull up give this bitch live and you know that i'ma get mine yeah yeah say you flexin' that's a big lie say you got that shit you don't got heard you say that shit a hundred times yeah yeah  post post malone say you flexin' that's a big lie say you flexin' that's a big lie say you flexin' that's a big lie say you flexin' that's a big lie   ty dolla ign run it up run it up got my drank in my cup kiss some louis in the rock breakin' bread with my dog gon' pipe up pipe up light up light up get higher higher gonna run up that bag i'm gon' run up that gucci gon' run up that raft yeah  pre ty dolla ign dolla bumpin' with the saint laurent on me and they keep on callin' and they know that i don't answer my cell big boy flexin' big bands on the 'gram but i only spend it all on myself   post malone say you flexin' that's a big lie when i pull up give this bitch live and you know that i'ma get mine yeah yeah say you flexin' that's a big lie say you got that shit you don't got heard you say that shit a hundred times yeah yeah   post malone and i know who we are yeah and i know that we ballin' when you wanna get this money i don't want your bitch just know it  pre post malone say you flexin' that's a big lie when i pull up give this bitch my life and you know that i'ma get mine yeah yeah   post malone say you flexin' that's a big lie say you got that shit you don't got heard you say that shit a hundred times yeah yeah   post malone and i know who we are yeah and i know that we ballin' when you wanna get this money i don't want your bitch just know it   post malone i know i know i know i know i know i know i know i know	1
72	i can't even have the time for it had a mama let a bride fall i got hunnids on my diamond add up all my all my diamond  verse yeah ask my dad i'll pull up in  seat i don't own a benz okay well i'm jumping out the bitch ayy everybody know ayy i'm in pussy why don't call her quit ayy i just stunt it all oh baby let me go to bitch gotta work it on the  call me i'm the shit got that saint laurent marble shorty go and i'm the shit got a how to drop racks a hunnid on my wrist got this how i even let you go  pre don't wanna stunt on you don't make me i don't wanna count no please don't make me don't wanna stunt on you don't make me don't wanna do it please don't make me please don't make   i can't even have the time for had a mama let a bride fall i got hunnids on my diamond add up all my all my diamond yeah yeah yeah yeah   break  pre don't wanna stunt on you don't make me i don't wanna count no please don't make me don't wanna stunt on you don't make me don't wanna do it please don't make me please don't make   i can't even have the time for had a mama let a bride fall i got hunnids on my diamond add up all my all my diamond yeah yeah yeah   gon' let it pass on y'all yeah i gotta make sure it's on y'all yeah don't say bands on y'all i don't want to let down on y'all  pre don't wanna stunt on you don't make me i don't wanna count no please don't make me don't wanna stunt on you don't make me don't wanna do it please don't make me please don't make   i can't even have the time for had a mama let a bride fall i got hunnids on my diamond add up all my all my diamond	1
73	oooh i fall apart mmh oh yeah mmhmm yeah   she told me that i'm not enough yeah and she left me with a broken heart yeah she fooled me twice and it's all my fault yeah she cut too deep now she left me scarred yeah now there's too many thoughts goin' through my brain yeah and now i'm takin' these shots like it's novocaine yeah   ooh i fall apart down to my core ooh i fall apart down to my core ooh didn't know it before surprised when you caught me off guard all this damn jewelry i bought you was my shorty i thought  drop   down to my core oooh down to my core oooh down to my core  post oooh didn't know it before surprised when you caught me off guard all this damn jewelry i bought you was my shorty i thought   never caught a feelin' this hard harder than the liquor i pour tell me you don't want me no more but i can't let go everybody told me so feelin' like i sold my soul devil in the form of a whore devil in the form of a whore you said it no you said it no you said we'd be together oh   ooh i fall apart down to my core ooh i fall apart down to my core ooh didn't know it before surprised when you caught me off guard all this damn jewelry i bought you was my shorty i thought	1
74	people never change they seem to stay the same they wear different clothes but play the same games many different ways to say the same thing searching for the right words the ones that would make you stay  pre exchanging the way things were for the way that they should be yeah and choosing these words is saying to her the things that she never heard but always deserved   i figured out what it is all about it's you that i could never live without you're everything the air that i breathe stupid not to know it all along and everything i ever did was wrong sadly it's too late for sorry   oh i'm not even really sure who made this mess and who threw what punch but i could not care less all i know is that i'm here and you are not oh once i put this wasted pride aside nothings all i got oh  pre exchanging the way things were for the way that they should be yeah and choosing these words is saying to her the things that she never heard but always deserved   i figured out what it is all about it's you that i could never live without you're everything the air that i breathe stupid not to know it all along and everything i ever did was wrong sadly it's too late for sorry   oh somebody make it stop yeah and pick me up and just dust me off oh the rainy day flood will drowned all this love trapped at the bottom now please dig me up   i figured out what it is all about it's you that i could never live without you're everything the air that i breathe stupid not to know it all along and everything i ever did was wrong sadly it's too late for sorry i figured out what it is all about it's you that i could never live without you're everything the air that i breathe stupid not to know it all along and everything i ever did was wrong sadly it's too late for sorry	2
75	i'm sure that he could give you everything stability and diamond rings all the things i do not have i understand you can't handle that but for everything that i lack i provide something you almost had hot flesh that you yearn to grab pit of your stomach you're still so sad   oh what you going to do i'm in love with you don't you want to dance this may be the last chance last chance that i get i get to love you to love you oh oh oh   out of sight not out of mind you want the world i'll give you mine cause youre the girl i'll never find and i'm the boy you've left behind i know you think you're satisfied and god knows how hard we try but if you showed up at my door i could give you so much more   oh what you going to do i'm in love with you don't you want to dance this may be the last chance last chance that i get i get to love you to love you oh oh oh oh what am i going to do i don't like to lose you're not making sense this may be the last chance that you get to love me oh   oh you sure don't make it easy to get myself to safety you tell me that i'm crazy but you're the one who makes me this way you call yourself impulsive but that's what makes us so explosive  so as i burn these photographs i wonder if you kept the ones you have keep them locked up somewhere safe cause it's the only place you'll see my face   oh what you going to do i'm in love with you why don't you want to dance cause this may be the last chance the last chance that i get that i get to love you to love you   oh what am i going to do i don't like to lose you're not making sense this may be the last chance that you get to love me oh oh oh   cause this may be the last chance that i get to love you oh oh oh to love you oh oh oh	2
76	ooh ooh   living inside my head pulling my strings letting me think i'm in control giving you all of my heart was a good start but it turns out you want my soul   i don't know nothing about that in fact i don't know nothing at all i'm tired of proving you right by doing everything so wrong so tell me what you really want 'cause i don't wanna be i don't wanna be alone  break ooh ooh   pushing me over the edge can't forget those things you said cut to the bone go ahead take your swing what did you think i was just going to roll over oh no   i don't know nothing about that in fact i don't know nothing at all i'm tired of proving you right by doing everything so wrong gotta tell me what you really want 'cause i don't wanna be oh i don't want to be alone  break ooh ooh i don't wanna be   i've put myself on the line i'm tired of wasting my time there's got to be a reason why she will not talk to me no oh   i don't know nothing about that in fact i don't know nothing at all so tired of proving you right by doing everything so wrong i don't know nothing about that in fact i don't know nothing at all so tired of proving you right by doing everything so wrong   tell me what you really want i don't wanna be i don't wanna be alone   ooh ooh	2
77	stuck inside my head like a song you can't forget so don't be so uptight we can leave that all behind yeah  pre you and me tonight what i do yeah feel so crazy right what i do let me play with you tonight cause it's you that i wanna ey one two three four   oh i want the earth to move all night when i dance with you oh i want the earth to move all night all night all night one two three four oh i want the earth to move all night when i dance with you oh i want the earth to move all night all night all night one two three four   please don't turn to stone cause when you move it turns me on i know whats on your mind cause its the same thing thats on mine yeah  pre you and me tonight what i do yeah feel so crazy right what i do let me play with you tonight cause it's you that i wanna ey one two three four   oh i want the earth to move all night when i dance with you oh i want the earth to move all night all night all night one two three four oh i want the earth to move all night when i dance with you oh i want the earth to move all night all night all night one two three four ahaaaah the earth to move the earth to move the earth to move ahaaaah the earth to move the earth to move the earth to move one two three four   one two three four oh i want the earth to move all night when i dance with you oh i want the earth to move all night all night all night one two three four oh i want the earth to move all night when i dance with you oh i want the earth to move all night all night all night one two three four	2
78	you are relentless i am defenseless why did you knock me down tonight you beat me senseless i just don't get this how many times do i have to try  pre your whisper so clear the world disappeared as i fall into the darkness it's impossible to express how good it feels i'm wrapped up i'm sealed so tired i'll never be free all night don't fight the feeling   get back in my life come knock on my door what i'm looking for i think you should know you started a fire burned me to the floor please don't resist anymore i'll never leave you alone oh yeah   you reprimand me you're so demanding but i've got time i don't mind at all you're picture perfect completely worth it you've got my back against the wall yeah  pre your whisper so clear the world disappeared as i fall into the darkness impossible to express how good it feels i'm wrapped up i'm sealed so tired i'll never be free all night don't fight the feeling   get back in my life come knock on my door what i'm looking for i think you should know you started a fire burned me to the floor please don't resist anymore i'll never leave you alone   and can you hear me calling i'm screaming scratching crawling you ignore me 'cause i'm always coming back to you coming back to you and you know how much i miss it and you know i can't resist it see your lips and just come running right on back to you right on back to you   get back in my life come knock on my door what i'm looking for i think you should know you started a fire burned me to the floor please don't resist anymore i'll never leave you alone   get back in my life ooh come on now yeah oh i'll never leave you alone	2
79	how ya feelin' the day has had its way with both of us and oh i've gone out of my way but i'm not free from this pain i'm reelin' i was a fool to think someday you would come around but no no no i'm not thinking that way  interlude 'cause now i see you are not what you seem you are a mystery to me sometimes i just want to scream   i think you should just go away 'cause there's no necessity for you to stay and next time you come around my way forget it baby you're not coming in   how's your day been yeah 'cause mine has taken strange and ugly turns but no no no i feel better today because i'm off my knees  interlude you are not what you seem you are a mystery to me sometimes i just want to scream   i think you should just go away 'cause there's no necessity for you to stay and next time you come around my way forget it baby you're not coming in a hot minute for a life of sorrow no you can't come back tomorrow shut my windows lock my doors 'cause my heart won't be your ragdoll anymore  yeah   i think you should just go away 'cause there's no necessity for you to stay and next time you come around my way forget it baby you're not coming in a hot minute for a life of sorrow no you can't come back tomorrow shut my windows lock my doors 'cause my heart won't be your ragdoll anymore oh oh yeah yeah 'cause my heart won't be your ragdoll anymore	2
80	interlude adam levine  john legend ohh woah woahh ohh woah woahh   adam levine i was so high i did not recognize the fire burning in her eyes the chaos that controlled my mind whispered goodbye as she got on a plane never to return again but always in my heart  hook adam levine w john legend vocals oh this love has taken its toll on me she said goodbye too many times before and her heart is breaking in front of me i have no choice 'cause i won't say goodbye anymore  interlude adam levine  john legend ohh woah woah   adam levine i tried my best to feed her appetite keep her coming every night so hard to keep her satisfied oh kept playing love like it was just a game pretending to feel the same then turn around and leave again but  hook adam levine w john legend vocals oh this love has taken its toll on me she said goodbye too many times before and her heart is breaking in front of me i have no choice 'cause i won't say goodbye anymore  interlude adam levine  john legend ohh woah woah   adam levine i'll fix these broken things repair your broken wings and make sure everything's alright oh my pressure on your hips sinking my fingertips every inch of you 'cause i know that's what you want me to do  hook adam levine w john legend vocals oh this love has taken its toll on me she said goodbye too many times before and her heart is breaking in front of me i have no choice 'cause i won't say goodbye anymore   adam levine this love has taken its toll on me she said goodbye too many times before and my heart is breaking in front of me she said goodbye too many times before oh yeah yeah and she will be loved	2
81	this has not been easy this has been hard i am scarred and i do not know what to do with you going south kiss your mouth lick my lips grab your hips cant remember why i fell in love with this   but i miss you i love you it's a shame you can't stay away from me this time cause oh no you beg me you ask me to kiss you and hug you you wont be getting my affection again cause i don't need you   who do you think you are no one cares about a name without a face so don't go shooting up the place make no mistake your love's not real cause the love that i got is deeper so much deeper than you could ever feel   but i miss you i love you it's a shame you can't stay away from me this time cause oh no you beg me you ask me to kiss you and hug you you wont be getting my affection again cause oh no i don't need you tonight   it was really nice to know you i got nothing left to show you got bills to pay get out my way it's time to move on and dinner with your boyfriend will never be the same again discuss me over cigarettes and say to him   i miss you i love you it's a shame you can't stay away from me this time cause oh no you beg me you ask me to kiss you and hug you you won't be getting my affection again cause oh no i don't need you and i miss you i love you it's a shame you can't stay away from me this time cause oh no you beg me you ask me to to kiss you and hug you you won't be getting my affection again cause oh no i don't need you tonight	2
82	this summer's gonna hurt like a mother uhhuh uhhuh this summer's gonna hurt like a mother uhhuh uhhuh   her body's hot her body's like the summer i'm in a trance or something her mind is not no as sharp as all her diamonds she must be smoking something  pre i see her dancing in the streets sipping champagne on the beach so expensive when she eats 'cause she's so fancy i see her when i go to sleep i check my phone when i am weak she never posts anything deep 'cause she's so fancy   this summer's gonna hurt like a mother uhhuh uhhuh this summer's gonna hurt like a mother uhhuh uhhuh   she wants it all she's always taking something and now i'm left with nothing i'm ripping off oh i'm ripping off that bandage because i just can't stand it  pre i see her dancing on a fool like she's seventeen and cool she really thinks that she can move but it's just nasty i see her when i go to sleep i check my phone when i am weak she never posts anything deep 'cause she's so fancy   this summer's gonna hurt like a mother uhhuh woohoo uhhuh woohoo this summer's gonna hurt like a mother uhhuh woohoo uhhuh woohoo  post has to have it all chases every star she's so popular has to have it all chases every star she's so popular oh   this summer's gonna hurt it's gonna hurt  pre i see her dancing in the street sipping champagne on the beach so expensive when she eats 'cause she's so fancy 'cause she's so fancy   this summer's gonna hurt like a mother uhhuh woohoo uhhuh woohoo this summer's gonna hurt like a mother uhhuh woohoo uhhuh woohoo this summer's gonna hurt like a mother uhhuh woohoo uhhuh woohoo this summer's gonna hurt like a mother uhhuh woohoo uhhuh woohoo   this summer's gonna hurt like a mother uhhuh	2
83	it's so hard to find you i'm standing right behind you the streets are much colder this mean i'm getting older why would you how could i these questions lead to goodbye but now i got my freedom don't i   i parked my car outside your house hope that someday you'll come home seems the woman that i love is someone that i hardly know and after all this time i finally found a way to be alone i'm terrified to think that i may be losing my mind   shy girl so humble with eyes that make me stumble somehow not speaking lets me know everything i go out you eat in hot from the situation you're naked in daylight wrap yourself up and goodnight i'm burning i'm hungry angry cause she don't love me you got me completely in my own game you beat me   i parked my car outside your house hope that someday you'll come home seems the woman that i love is someone that i hardly know and after all this time i finally found a way to be alone i'm terrified to think that i may be losing my mind   i will be back again no this is not the end i've fallen hard this time but i not giving in i want the world to know that i won't let you forget the tears that you shed i'll make it impossible to let go   i parked my car outside your house hope that someday you'll come home seems the woman that i love is someone that i hardly know and after all this time i finally found a way to be alone i'm terrified to think that i may be losing my mind i parked my car outside your house hope that someday you'll come home seems the woman that i love is someone that i hardly know and after all this time i finally found a way to be alone i'm terrified to think that i may be losing my mind	2
84	dirty looks from your mother never seen you in a dress that color no it's a special occasion not invited but i'm glad i made it oh  pre let me apologize i'll make up make up make up make up for all those times your love i don't wanna lose i'm beggin' beggin' beggin' beggin' i'm beggin' you   wait can you turn around can you turn around just wait can we work this out can we work this out just wait could you come here please 'cause i wanna be with you wait can you turn around can you turn around just wait can we work this out can we work this out just wait could you come here please 'cause i wanna be with you   can we talk for a moment got these feelings that i'm tired of holdin' on wasn't tryna get wasted i needed more than three or four to say this oh  pre let me apologize yeah i'll make up make up make up make up for all those times all those times your love i don't wanna lose i'm beggin' beggin' beggin' beggin' i'm begging you   wait can you turn around can you turn around just wait can we work this out can we work this out just wait could you come here please 'cause i wanna be with you wait can you turn around can you turn around just wait can we work this out can we work this out just wait could you come here please 'cause i wanna be with you   you say i'm just another bad guy you say i've done a lot of things i can't undo before you tell me for the last time yeah i'm beggin' beggin' beggin' beggin' beggin' you   wait can you turn around can you turn around just wait can we work this out can we work this out just wait could you come here please 'cause i wanna be with you wait can you turn around can you turn around just wait can we work this out can we work this out just wait could you come here please 'cause i wanna be with you   wait can you turn around can we work this out wait 'cause i wanna be with you wait oh can we work this out just wait 'cause i wanna be with you wait wait wait wait you wait	2
85	maroon 5 some people live for the fortune some people live just for the fame some people live for the power yeah some people live just to play the game some people think that the physical things define what's within and i've been there before but that life's a bore so full of the superficial    maroon 5 some people want it all but i don't want nothing at all if it ain't you baby if i ain't got you baby some people want diamond rings some just want everything but everything means nothing if i ain't got you yeah    maroon 5 some people search for a fountain that promises forever young some people need three dozen roses and that's the only way to prove you love them hand me the world on a silver platter and what good would it be with no one to share with no one who truly cares for me    maroon 5 some people want it all but i don't want nothing at all if it ain't you baby if i ain't got you baby some people want diamond rings some just want everything but everything means nothing if i ain't got you you you some people want it all but i don't want nothing at all if it ain't you baby if i ain't got you baby some people want diamond rings some just want everything but everything means nothing if i ain't got you yeah    maroon 5 if i ain't got you with me baby so nothing in this whole wide world don't mean a thing if i ain't got you with me baby	2
86	come with me and you'll be in a world of pure imagination take a look and you'll see into your imagination we'll begin with a spin traveling in the world of my creation what we'll see will defy explanation   if you wanna view paradise simply look around and view it anything you want to do it wanna change the world there's nothing to it   there is no life i know to compare with pure imagination living there you'll be free if you truly wish to be oh   if you wanna view paradise simply look around and view it anything you want to do it wanna change the world there's nothing to it   there is no life i know to compare with pure imagination living there you'll be free if you truly wish to be	2
